train_size,test_year,actual,predicted,abs_error,sq_error
6,2021,27.056601228591123,28.433187929280976,1.3765867006898524,1.8949909445161734
7,2022,28.772740838012243,28.162030587015348,0.6107102509968954,0.37296701067269095
8,2023,27.719570657888603,29.128456479367994,1.408885821479391,1.984959257965658
9,2024,28.623173871619095,28.85014123343521,0.226967361816115,0.05151418332976725
10,2025,30.02796718538028,29.166854246962398,0.8611129384178824,0.7415154927106797
