train_size,test_year,actual,predicted,abs_error,sq_error
6,2021,30.58204471373378,32.52434869486199,1.9423039811282123,3.772544755106503
7,2022,32.30311407507984,31.205964557654607,1.0971495174252333,1.2037370635864222
8,2023,33.28310876821239,32.31802707800157,0.9650816902108161,0.9313826687801657
9,2024,33.86739649131718,33.55253413432691,0.3148623569902682,0.0991383038494671
10,2025,34.81379678564409,33.891606762403185,0.9221900232409013,0.850434438965054
